06-Paris-LA-66 protocol,C046983,Unnamed: 2,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,therapeutic,Unnamed: 6,Unnamed: 7,Unnamed: 8,4519131
5-OH-BDE-47,C580598,,Manganese Poisoning,MESH:D020149,,TNF,3.24,,18041089
eupatorin-5-methyl ether,C000593130,,Reperfusion Injury,MESH:D015427,,CDKN1A,3.88,,16968891
Pregnenolone Carbonitrile,D011285,1434-54-4,Reperfusion Injury,MESH:D015427,,GPX1,32.43,,23743330
methylmercuric chloride,C004925,115-09-3,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,,VEGFA,5.07,,31068094
Tretinoin,D014212,302-79-4,Uterine Cervical Neoplasms,MESH:D002583,,CTNNB1,12.01,,25061499
traxoprodil mesylate,C095106,,Birth Weight,MESH:D001724,,NFE2L2,3.58,,39038764
Flutamide,D005485,13311-84-7,Parkinson Disease,MESH:D010300,,RPL6,13.85,,18353766
"6-formylindolo(3,2-b)carbazole",C111855,,"Eye Infections, Bacterial",MESH:D015818,,CXCL8,4.65,,23661603
"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,"Liver Cirrhosis, Experimental",MESH:D008106,,DYSF,226.53,,25380136
"cyclopenta(c,d)pyrene",C016328,27208-37-3,Pruritus,MESH:D011537,,AHR,4.15,,27869817
Ethylene Glycols,D005026,,"Carcinoma, Hepatocellular",MESH:D006528,,ADH4,4.76,,28284560
Phenytoin,D010672,57-41-0,"Leishmaniasis, Mucocutaneous",MESH:D007897,,IFNG,3.19,,7854095
"2,2',4,4'-tetrabromodiphenyl ether",C511295,,Schizophrenia,MESH:D012559,,SLC1A1,40.78,615232,
Benzene,D001554,71-43-2,Myocardial Ischemia,MESH:D017202,,MAPK14,58.21,,16214533
"2,4,5,2',5'-pentachlorobiphenyl",C009828,37680-73-2,"Liver Cirrhosis, Experimental",MESH:D008106,,C7,59.12,,25380136
mercuric bromide,C042720,7789-47-1,Hepatic Insufficiency,MESH:D048550,,KEAP1,4.3,,30026087
Ethanol,D000431,64-17-5,Hemolytic-Uremic Syndrome,MESH:D006463,,IL6,1.92,,15384034
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195,,TP53,65.82,,25086664|30594912
secoisolariciresinol diglucoside,C090142,,Hyperglycemia,MESH:D006943,,NQO1,3.39,,23458895
Dietary Fats,D004041,,Disease Progression,MESH:D018450,,ESR1,83.98,,20104649
GW 4064,C412815,,Coxsackievirus Infections,MESH:D003384,,TNF,4.62,,25396421
Tamoxifen,D013629,10540-29-1,"Carcinoma, Adenoid Cystic",MESH:D003528,,EP300,33.5,,23685749
2-palmitoylglycerol,C114956,,Non-alcoholic Fatty Liver Disease,MESH:D065626,,FLNA,13.64,,37740811
afuresertib,C000593263,,Leukemia,MESH:D007938,,FGF1,3.05,,17219402
Zidovudine,D015215,30516-87-1,"Carcinoma, Hepatocellular",MESH:D006528,,NAT2,66.06,,28284560
ML385,C000730419,,Chemically-Induced Disorders,MESH:D064419,,TNF,8.44,,36108500
Testosterone,D013739,58-22-0,Urinary Bladder Neoplasms,MESH:D001749,,KDM6A,46.64,,21822268
Freund's Adjuvant,D005620,9007-81-2,Cognition Disorders,MESH:D003072,,PTGS2,4.23,,12410334
Methotrexate,D008727,59-05-2,Ureteral Obstruction,MESH:D014517,,ACTA2,32.32,,28318631
Methoxychlor,D008731,72-43-5,"Myopathy, Centronuclear, Autosomal Recessive",MESH:C562934,,BIN1,4.29,255200,
Chenodeoxycholic Acid,D002635,,Metabolic Diseases,MESH:D008659,,CRP,9.32,,19131468
Fulvestrant,D000077267,129453-61-8,Fetal Growth Retardation,MESH:D005317,,MMP2,2.08,,28157488
aroclor 1248,C028617,12672-29-6,"Kidney Failure, Chronic",MESH:D007676,,IL6,6.53,,19539174
andrographolide,C030419,5508-58-7,"Mammary Neoplasms, Experimental",MESH:D008325,,CCND1,26.99,,12376462|14522882|16316942
Berberine,D001599,2086-83-1,Teratozoospermia,MESH:D000072660,,ATG5,3.03,,37506864
Pyrazinamide,D011718,98-96-4,Autism Spectrum Disorder,MESH:D000067877,,ALDH1L1,18.28,,35663546
fluorotelomer sulfonic acids,C000720117,,Coronary Disease,MESH:D003327,,APOE,7.52,,10736278
Clofibrate,D002994,637-07-0,MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY,OMIM:616277,,ECHS1,4.37,616277,
SZU-101,C000604281,,Graft vs Host Disease,MESH:D006086,,IFNG,4.49,,22077062
"2,4-dinitrotoluene",C016403,121-14-2,Intracranial Hemorrhages,MESH:D020300,,UBIAD1,3.72,,23533172
Cyclosporine,D016572,59865-13-3,"Cell Transformation, Neoplastic",MESH:D002471,,PXN,30.46,,28100775
xianglian pill,C000716953,,Liver Neoplasms,MESH:D008113,,STAT3,3.58,,12957465
bufotalin,C004600,471-95-4,Breast Neoplasms,MESH:D001943,,VPS39,68.72,,21466612
Chloroquine,D002738,54-05-7,Anemia,MESH:D000740,,PRL,12.02,,10340396
Methylmercury Compounds,D008767,,Refractive Errors,MESH:D012030,,ACTC1,4.38,,20835239
chloropicrin,C100187,76-06-2,Pancreatic Neoplasms,MESH:D010190,,CDH1,13.39,,18223216
Nicotine,D009538,,Hepatomegaly,MESH:D006529,,MTOR,5.07,,30641053
celastrol,C050414,,Manganese Poisoning,MESH:D020149,,TNF,12.36,,18041089
gibberellic acid,C007842,77-06-5,"Colitis, Ulcerative",MESH:D003093,,CASP3,3.73,,24055189
propyl iodide,C509670,107-08-4,Lung Neoplasms,MESH:D008175,marker/mechanism,,,,124206
pinostrobin,C411294,,"EPIDERMOLYSIS BULLOSA SIMPLEX 5D, GENERALIZED INTERMEDIATE, AUTOSOMAL RECESSIVE",OMIM:616487,,PLEC,5.84,616487,
"cholix toxin, Vibrio cholerae",C529269,,Adenocarcinoma,MESH:D000230,,CASP8,11.23,,21472143
eritoran,C512420,,Amnesia,MESH:D000647,,IL6,2.95,,9189931
2-anisidine,C003898,90-04-0,Neoplasm Metastasis,MESH:D009362,,IL2,27.52,,17105418
Phenylephrine,D010656,59-42-7,Acute Kidney Injury,MESH:D058186,,TNFRSF12A,15.09,,23052191
aurapten,C105832,,Disease Progression,MESH:D018450,,ABCB1,17.26,,20627363
fraxinellone,C075391,28808-62-0,Respiratory Hypersensitivity,MESH:D012130,,TNF,8.07,,18394133
6-isopropoxy-9-oxoxanthene-2-carboxylic acid,C053876,33458-93-4,Lung Neoplasms,MESH:D008175,,JUN,36.07,,20716630
afuresertib,C000593263,,"Neoplasms, Experimental",MESH:D009374,,TNF,2.44,,12627504|1674182|3361654
"N,N,N',N'-tetrakis(2-pyridylmethyl)ethylenediamine",C044387,16858-02-9,Cardiomegaly,MESH:D006332,,GSK3B,15.77,,17901358
Tramadol,D014147,27203-92-5,"Dyskinesia, Drug-Induced",MESH:D004409,,DRD2,7.27,,10534246|14629710|7845605
neferine,C057222,2292-16-2,"Carcinoma, Small Cell",MESH:D018288,,TP53,9.82,,17290066
Catechin,D002392,154-23-4,Myocardial Ischemia,MESH:D017202,,HMOX1,39.66,,16214533
Glycochenodeoxycholic Acid,D005999,640-79-9,"Lymphoma, Non-Hodgkin",MESH:D008228,,EPHX1,3.29,,11406608
"Nanotubes, Carbon",D037742,,"Dermatitis, Contact",MESH:D003877,,NQO2,27.26,,25724174
4-hydroxy-2-nonenal,C027576,29343-52-0,"Liver Neoplasms, Experimental",MESH:D008114,,BBC3,27.64,,28100771
Chlorogenic Acid,D002726,327-97-9,Hemolytic-Uremic Syndrome,MESH:D006463,,IL1A,19.39,,15384034
famophos,C004992,52-85-7,Autism Spectrum Disorder,MESH:D000067877,,ACHE,3.43,,35663546
perfluoro-n-nonanoic acid,C101816,375-95-1,WAGR Syndrome,MESH:D017624,,WT1,3.72,194072,
"1,2,5,6-tetrabromocyclooctane",C540596,,Retinal Diseases,MESH:D012164,,VSX1,3.92,,15051220
abiraterone,C089740,,Androgen-Insensitivity Syndrome,MESH:D013734,,AR,6.54,300068|312300,1303262|8281139
hexabromocyclododecane,C089796,25637-99-4,"Ceroid lipofuscinosis, neuronal 1, infantile",MESH:C537948,,MFN1,3.66,,21224254
Sterigmatocystin,D013241,10048-13-2,Berylliosis,MESH:D001607,,TNF,13.59,,12449171|15127972|16980557|8428540
Betaine,D001622,107-43-7,Neoplasm Metastasis,MESH:D009362,,CAT,36.79,,12538496|22580338|23518002
Cadmium Chloride,D019256,10108-64-2,Hypersensitivity,MESH:D006967,,ABCF1,5.99,,21625544
N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,C063509,127243-85-0,Migraine without Aura,MESH:D020326,,TAC1,6.97,,11304026
hexabromocyclododecane,C089796,25637-99-4,"SEIZURES, BENIGN FAMILIAL NEONATAL, 1",OMIM:121200,,KCNQ2,4.39,121200,
Oxaliplatin,D000077150,,"Dystonia, Dopa-responsive",MESH:C538007,,GCH1,3.76,128230,10825351
arctigenin,C071942,,Asphyxia Neonatorum,MESH:D001238,,PTGS2,4.42,,17963755
Indomethacin,D007213,53-86-1,"Xanthomatosis, Cerebrotendinous",MESH:D019294,,CYP27A1,3.9,213700,12117727|15795599|17444890|19801147
perfluorobutyric acid,C033094,375-22-4,"Arthritis, Infectious",MESH:D001170,,TNF,3.19,,19203382
valdecoxib,C406224,,Papilloma,MESH:D010212,,EGFR,6.17,,8603490
Cobalt,D003035,7440-48-4,Albuminuria,MESH:D000419,,TNF,6.62,,17167242
"1,3-dimethylthiourea",C038983,61805-96-7,"Angina, Stable",MESH:D060050,,TNF,3.68,,20981132
xianglian pill,C000716953,,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195,,STAT3,4.51,,27064016
titanium dioxide,C009495,13463-67-7,Breast Neoplasms,MESH:D001943,,PARP1,180.47,,20941507
gypenoside,C474918,,"Psychoses, Substance-Induced",MESH:D011605,,AKT1,3.1,,21041608
Carbon Tetrachloride,D002251,56-23-5,"Hypotension, Orthostatic",MESH:D007024,,ABCB1,8.33,,12082591
salvianolic acid B,C076944,115939-25-8,Kidney Diseases,MESH:D007674,,NOS2,18.14,,18441258
Clenbuterol,D002976,37148-27-9,Hypotension,MESH:D007022,,TNF,6.6,,10379864|15384034
beta-pinene,C010789,127-91-3,Escherichia coli Infections,MESH:D004927,,ABCB1,5.19,,24498193
PCB 180,C410127,,BRAIN SMALL VESSEL DISEASE 1 WITH OR WITHOUT OCULAR ANOMALIES,OMIM:175780,,COL4A1,4.44,175780,
perfluorooctanoic acid,C023036,335-67-1,Stomach Neoplasms,MESH:D013274,,ARID1A,174.11,,22037554|22484628|24816253
4-hydroxyphenyl 4-isopropoxyphenylsulfone,C000613560,,Heart Valve Diseases,MESH:D006349,,SPN,15.88,,21335463
Dimethylnitrosamine,D004128,62-75-9,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5",OMIM:615483,,PDGFB,4.7,615483,
"2-cyano-3,12-dioxooleana-1,9(11)-dien-28-oic acid ethyl amide",C518860,,Urticaria,MESH:D014581,,TNF,5.86,,12121561|19250144|20485159
Atrazine,D001280,1912-24-9,"Diabetes Mellitus, Type 2",MESH:D003924,,LEP,48.92,,15070752
Venlafaxine Hydrochloride,D000069470,,Urinary Bladder Calculi,MESH:D001744,,AHR,3.28,,22232670
Cystamine,D003538,51-85-4,Nephrosclerosis,MESH:D009400,,COL1A1,11.43,,30818366
perfluorohexanesulfonic acid,C471071,355-46-4,Salivary Gland Neoplasms,MESH:D012468,,DAPK1,8.42,,16762588
Methotrexate,D008727,59-05-2,Prostatic Neoplasms,MESH:D011471,,HPGD,207.44,,17013881
geranylgeranyl pyrophosphate,C002963,6699-20-3,Arteriosclerosis,MESH:D001161,,ICAM1,7.08,,28569748
Indomethacin,D007213,53-86-1,Lung Neoplasms,MESH:D008175,,CCN2,51.53,,21552421
Methylcholanthrene,D008748,56-49-5,"Mammary Neoplasms, Animal",MESH:D015674,,CSN2,46.63,,16316942|9879772
Quercetin,D011794,117-39-5,"Ventricular Dysfunction, Left",MESH:D018487,,EPHX2,4.12,,19834332
trelagliptin,C000595449,,Subarachnoid Hemorrhage,MESH:D013345,,IL1B,23.47,,27157545
Silver,D012834,7440-22-4,"SPASTIC PARAPLEGIA 79B, AUTOSOMAL RECESSIVE",OMIM:615491,,UCHL1,4.36,615491,
Quinapril,D000077583,82586-55-8,"Diabetes Mellitus, Type 1",MESH:D003922,,NOS3,7.14,,21666113
"S-(1,2-dichlorovinyl)cysteine",C039961,627-72-5,Glomerulonephritis,MESH:D005921,,WT1,9.54,,20962747
Thioridazine,D013881,50-52-2,Lipidoses,MESH:D008064,,NUPR1,52.81,,17175557
chrysin,C043561,480-40-0,Trigeminal Neuralgia,MESH:D014277,,TNF,23.29,,27093858
Sodium Fluoride,D012969,7681-49-4,"Hearing Loss, Sensorineural",MESH:D006319,,ACTB,2.3,,16685646
bisphenol A,C006780,80-05-7,Breast Neoplasms,MESH:D001943,,EPHB4,79.45,,23063927
propionaldehyde,C005556,123-38-6,Nerve Degeneration,MESH:D009410,,BDNF,4.76,,15372491|19457078|19686240|8921280|8978711
Doxorubicin,D004317,23214-92-8,Hereditary Motor And Sensory Neuropathy VI,MESH:C562851,,MFN2,3.6,601152,
Dinitrochlorobenzene,D004137,,Atrial Fibrillation,MESH:D001281,,NR3C1,2.42,,30061737
Cocaine,D003042,50-36-2,Psoriasis,MESH:D011565,,VEGFA,12.32,,16385345
1-Methyl-3-isobutylxanthine,D015056,28822-58-4,Marfan Syndrome,MESH:D008382,,CAT,8.8,,25101153
xanthoceraside,C548611,,"Cardiomyopathy, Dilated",MESH:D002311,,RAF1,4.71,,24777450
"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,Depressive Disorder,MESH:D003866,,SOD1,4.05,,19605942
napabucasin,C000621033,,Facies,MESH:D019066,,JAG1,4.85,,9207787|9207788
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C093973,,Nervous System Diseases,MESH:D009422,,FOS,27.75,,12890883
Formaldehyde,D005557,50-00-0,"Lymphoma, T-Cell, Peripheral",MESH:D016411,,ATM,5.12,,24413734
Vincristine,D014750,,Myocardial Ischemia,MESH:D017202,marker/mechanism,,,,7809448
antimycin,C032456,11118-72-2,Atherosclerosis,MESH:D050197,,SOD2,10.54,,12677255|20720404
thiodicarb,C027971,59669-26-0,Neoplasm Metastasis,MESH:D009362,,PLAUR,10.85,,15659795
Proflavine,D011370,92-62-6,Ovarian Neoplasms,MESH:D010051,,TP53,3.43,,30258081
allyl sulfide,C038491,592-88-1,"EFAVIRENZ, POOR METABOLISM OF",OMIM:614546,,CYP2B6,5.28,614546,
Chlorogenic Acid,D002726,327-97-9,"Infertility, Male",MESH:D007248,,AR,25.61,,12220434|18554162|20164437
Lactic Acid,D019344,50-21-5,Brain Injuries,MESH:D001930,,APEX1,2.99,,11447995
salinomycin,C010327,,"Mammary Neoplasms, Animal",MESH:D015674,,CCND1,7.59,,12376462|14522882|16316942|17173897
lipostabil,C005152,11096-62-1,"Liver Cirrhosis, Alcoholic",MESH:D008104,,TNF,11.5,,23274713
Prilocaine,D011318,721-50-6,COVID-19,MESH:D000086382,,IL6,3.23,,32026671|32161940|32171193|32534021
Fenretinide,D017313,65646-68-6,"NEPHROTIC SYNDROME, TYPE 5, WITH OR WITHOUT OCULAR ABNORMALITIES",OMIM:614199,,LAMB2,4.31,614199,
triphenyl phosphate,C005445,115-86-6,Epilepsy,MESH:D004827,,KCNAB2,6.21,,11580756
secomilbemycin D,C548487,,Peripheral Nervous System Diseases,MESH:D010523,,ABCB1,4.45,,16950614
Oxygen,D010100,7782-44-7,Atrophy,MESH:D001284,,RPS6KB1,2.2,,16391472
Sodium Selenite,D018038,10102-18-8,"Sexual Dysfunction, Physiological",MESH:D012735,,PTGER4,3.13,,18726914
Paraquat,D010269,4685-14-7,Peroxisome biogenesis disorders,MESH:C536664,,PEX12,4.05,266510,9090384
"ammonium trichloro(dioxoethylene-O,O'-)tellurate",C054105,,"Arthritis, Psoriatic",MESH:D015535,,TNF,4.01,,12746914|19732956
boric acid,C032688,11113-50-1,Cough,MESH:D003371,,ACE,3.38,,12848919|15498266
perfluorooctane sulfonic acid,C076994,1763-23-1,"Mammary Neoplasms, Experimental",MESH:D008325,,EGFR,71.78,,2523869|8603490
JTE 907,C422645,,Hyperalgesia,MESH:D006930,,HTR2A,25.7,,17888573|18930597
manganese tetrakis-(N-methyl-2 pyridyl) porphyrin,C520507,,"Cardiomyopathy, Hypertrophic",MESH:D002312,,SLC9A1,5.42,,19111554
Cadmium,D002104,7440-43-9,Neuroblastoma,MESH:D009447,,CDKN2A,25.84,,15814359
Gentamicins,D005839,,"Carcinoma, Hepatocellular",MESH:D006528,,TLR4,131.23,,27022031
torularhodin,C078923,,Cardiomegaly,MESH:D006332,,GSK3B,13.4,,17901358
kaempferol,C006552,520-18-3,Breast Neoplasms,MESH:D001943,,TNF,157.82,,16298037|17516992|19446661
2-methyl-4-nitroaniline,C000730765,,Bone Resorption,MESH:D001862,,AHR,4.36,,19934163
Curcumin,D003474,458-37-7,"Diabetes Mellitus, Type 1",MESH:D003922,,PRKCQ,31.04,,18978792
palmatine,C005413,3486-67-7,Multiple Sclerosis,MESH:D009103,,IL1B,3.06,,15210533|25458313
Dextran Sulfate,D016264,9042-14-2,Idiopathic Pulmonary Fibrosis,MESH:D054990,,ESR1,9.53,,30165855
cyprodinil,C108338,121552-61-2,Amyloid angiopathy,MESH:C538248,,APP,5.1,,31939705
Tobacco Smoke Pollution,D014028,,Multiple Myeloma,MESH:D009101,,HCP5,4.68,,34331612
"5,6,7-trimethoxyflavone",C107364,,Urinary Bladder Neoplasms,MESH:D001749,,TNF,10.59,,1674182
Phloroglucinol,D010696,108-73-6,Meningioma,MESH:D008579,,AKT1,4.41,,23334667
Ritonavir,D019438,,"Rhinitis, Allergic, Perennial",MESH:D012221,,ALB,3.49,,19389874
oxidized-L-alpha-1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine,C472349,,Coronary Artery Disease,MESH:D003324,,CCL2,8.05,,11500196|16934270
jinfukang,C544151,,Thymoma,MESH:D013945,,CYLD,3.33,,24974848
Smoke,D012906,,Substance Withdrawal Syndrome,MESH:D013375,,ADORA2A,16.15,,14756803|16226742|16470403
"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,90780-52-2,"Rheumatoid Arthritis, Systemic Juvenile",MESH:C565798,,IL6,5.34,604302,
Roxithromycin,D015575,80214-83-1,Hypoglycemia,MESH:D007003,,IL1B,6.63,,1884014
4-(4-cyanophenyl)-2-(2-cyclopentylidenehydrazinyl)thiazole,C000588556,,"Carcinoma, Renal Cell",MESH:D002292,,EPAS1,8.48,,21131975
"lipopolysaccharide, Escherichia coli O111 B4",C440499,,Bronchiectasis,MESH:D001987,,ICAM1,6.13,,17931847
2-palmitoylglycerol,C114956,,"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA4",OMIM:614832,,ODAPH,5.54,614832,
Methylmercury Compounds,D008767,,Stevens-Johnson Syndrome,MESH:D013262,,IFNG,3.02,,25811541
Chenodeoxycholic Acid,D002635,,Spinal Cord Injuries,MESH:D013119,,ATF4,18.89,,29793971
geldanamycin,C001277,30562-34-6,Memory Disorders,MESH:D008569,,BCL2,2.23,,17967740
Gemcitabine,D000093542,,Lethargy,MESH:D053609,marker/mechanism,,,,19262592
Phenolsulfonphthalein,D010637,143-74-8,Prostatic Intraepithelial Neoplasia,MESH:D019048,,CDH1,3.95,,22581815
aucubin,C006650,479-98-1,Reperfusion Injury,MESH:D015427,,TNF,39.63,,10706834|12024109|15829914|16971220|17112405|18460982|19058328|23743330|23875703|24898700
Tamoxifen,D013629,10540-29-1,Esophageal Squamous Cell Carcinoma,MESH:D000077277,,CDKN1A,48.22,,15375580
Nitroprusside,D009599,15078-28-1,"Arthritis, Rheumatoid",MESH:D001172,,TNF,21.79,,12566094|2001072|22450443|34459104|8391952
Artesunate,D000077332,,Lung Injury,MESH:D055370,,PARP1,8.1,,16127429
octyl gallate,C016627,1034-01-1,"Diabetes Mellitus, Experimental",MESH:D003921,,CAT,16.3,,12123627|15855331|20709041
Donepezil,D000077265,120011-70-3,Heart Failure,MESH:D006333,,NPPB,26.77,,11136700|11279304|12628948|15732037|15860969|16101196|16333235|16360360|16762801|16777915|19650993|24535859|29959987
triptolide,C001899,38748-32-2,"Muscular Dystrophy, Duchenne",MESH:D020388,,CCL2,2.63,,21641384
Rotenone,D012402,83-79-4,Neoplasms,MESH:D009369,,GLP1R,12.39,,23471186
Pregnenolone Carbonitrile,D011285,1434-54-4,Weight Gain,MESH:D015430,,TNF,6.2,,20521320
Chlorpyrifos,D004390,2921-88-2,Carotid Stenosis,MESH:D016893,,APOE,3.47,,17243563
perfluorooctanoic acid,C023036,335-67-1,"Disorder of Sex Development, 46,XY",MESH:D058490,,LHCGR,7.1,,19887492|7719343
pedunculoside,C084241,42719-32-4,Inflammation,MESH:D007249,,HMOX1,16.62,,12649161|16982915|23451061|29086419
Tobacco Smoke Pollution,D014028,,Pneumonia,MESH:D011014,,PF4,6.18,,21625544
beryllium sulfate,C020711,13510-49-1,"Hypersensitivity, Immediate",MESH:D006969,,IL18,7.97,,22967010
acanthoic acid,C099958,,Pleurisy,MESH:D010998,,TNF,15.26,,11181422
prolinedithiocarbamate,C066229,135467-92-4,"Metabolism, Inborn Errors",MESH:D008661,,CES1,4.35,,18485328
"Cilastatin, Imipenem Drug Combination",D000077728,92309-29-0,Ureteral Obstruction,MESH:D014517,,NOS2,3.63,,26207612
Carbon Monoxide,D002248,630-08-0,Sepsis,MESH:D018805,,MMP9,27.61,,16003065
Benzo(a)pyrene,D001564,50-32-8,Methylmalonic aciduria cblB type,MESH:C537361,,MMAB,3.63,251110,
Melitten,D008555,20449-79-0,Rhabdomyosarcoma,MESH:D012208,,VEGFA,6.72,,16116481
Triclosan,D014260,3380-34-5,Adenocarcinoma,MESH:D000230,,PYCARD,41.76,,16778195
indole,C030374,,"Plaque, Atherosclerotic",MESH:D058226,,NR1I2,4.07,,29425287
PARP-1 inhibitor DHC-1,C000717808,,Ovarian Neoplasms,MESH:D010051,,MKI67,3.98,,21442130
Bucladesine,D003994,362-74-3,Hypertension,MESH:D006973,,AHR,49.81,,21115475
Sorafenib,D000077157,,"Hypercarotenemia And Vitamin A Deficiency, Autosomal Dominant",MESH:C567296,,BCO1,3.97,115300,
benzyloxycarbonylleucyl-leucyl-leucine aldehyde,C072553,,Esophageal Squamous Cell Carcinoma,MESH:D000077277,,EP300,55.09,,17965222|25151357
xanthoangelol,C068244,62949-76-2,Diabetic Angiopathies,MESH:D003925,,CASP3,4.69,,25381014
butylbenzyl phthalate,C027561,85-68-7,CATARACT 13 WITH ADULT i PHENOTYPE,OMIM:116700,,GCNT2,4.26,116700,
Aristolochic Acids,D034341,,Ovarian Neoplasms,MESH:D010051,,CDH1,13.76,167000,8075649
Hydrogen Peroxide,D006861,7722-84-1,Myocardial Ischemia,MESH:D017202,,DUSP1,93.39,,16214533
Mechlorethamine,D008466,,Glucose Intolerance,MESH:D018149,,CNR1,6.0,,26563389
Trichloroethylene,D014241,79-01-6,Hereditary leiomyomatosis and renal cell cancer,MESH:C535516,,FH,4.08,150800,16403393|28289076|30013182
Acetone,D000096,67-64-1,Phobic Disorders,MESH:D010698,,CAT,4.24,,15309392
Lasofoxifene,C111332,,Endometriosis,MESH:D004715,,PGR,18.42,,20864642|21232532
Vanadates,D014638,,Robinow Syndrome,MESH:C562492,,WNT5A,4.11,180700,
Atropine,D001285,51-55-8,Adenocarcinoma,MESH:D000230,,IL1B,26.17,,19028472
"tris(1,3-dichloro-2-propyl)phosphate",C016805,13674-87-8,Edema,MESH:D004487,,CASP3,12.83,,19874808
acetamide,C030686,60-35-5,Chemical and Drug Induced Liver Injury,MESH:D056486,,DGAT2,12.71,,17984051
fatostatin,C545733,,Schizophrenia,MESH:D012559,,TP53,3.47,,18583979
cyazofamid,C465366,,"Liver Cirrhosis, Experimental",MESH:D008106,,DIO1,14.66,,17072980|25380136
cyfluthrin,C052570,68359-37-5,Sudden Infant Death,MESH:D013398,,SCN1B,4.88,,22155597
Asian ginseng,C000713447,,Neoplasm Invasiveness,MESH:D009361,,CAT,38.12,,21749277|22580338
Methylnitrosourea,D008770,684-93-5,"Diabetes Mellitus, Experimental",MESH:D003921,,TP53,46.34,,23792339
sodium arsenite,C017947,13768-07-5,Neurodevelopmental Disorders,MESH:D065886,,GABRB2,65.42,,29942082
"N-(1-cyclohexylpiperidin-4-yl)-2-(4-isopropyl-1,4-diazepan-1-yl)-6-methoxy-7-(3-(piperidin-1-yl)propoxy)quinazolin-4-amine",C562047,,Gallbladder Neoplasms,MESH:D005706,,TP53,4.85,,24185509|24997986
Arsenic,D001151,7440-38-2,Hyperalgesia,MESH:D006930,,RAF1,3.52,,18976650
Colforsin,D005576,138605-00-2,Pneumonia,MESH:D011014,,AGT,30.59,,28960804
U 0126,C113580,,Heart Failure,MESH:D006333,,NRG1,78.98,,19801490
Deferoxamine,D003676,70-51-9,Glomerulonephritis,MESH:D005921,,CCL2,20.14,,10385480
Chalcones,D047188,,"Cell Transformation, Neoplastic",MESH:D002471,,RELA,37.32,,23069812|29501572
Dietary Fats,D004041,,Spinal Cord Diseases,MESH:D013118,,APP,3.54,,11800653
satratoxin G,C028268,53126-63-9,Autoimmune Diseases,MESH:D001327,,IL6,3.5,,19077085
antimonite,C061374,39349-74-1,"Dermatitis, Irritant",MESH:D017453,,CBR1,4.06,,25818598
tanshinone,C021751,568-73-0,Inflammatory Bowel Diseases,MESH:D015212,,TGFB1,11.05,,29483653
perfluorooctane sulfonic acid,C076994,1763-23-1,"Liver Cirrhosis, Experimental",MESH:D008106,,ANGPTL3,670.65,,25380136
Pregnenolone Carbonitrile,D011285,1434-54-4,Hyperuricemia,MESH:D033461,,XDH,2.84,,29071757
homobrassinolide,C070163,74174-44-0,"Liver Cirrhosis, Experimental",MESH:D008106,,IGFBP1,6.47,,17072980|25380136
Heptachlor Epoxide,D006534,1024-57-3,Lung Neoplasms,MESH:D008175,,SLC3A2,10.52,,26621329
Wortmannin,D000077191,19545-26-7,Keloid,MESH:D007627,,ALB,8.24,,20128793
decabromobiphenyl ether,C010902,1163-19-5,Chemical and Drug Induced Liver Injury,MESH:D056486,,WASL,10.24,,25226513
